instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,bln,musim,cuaca
11052,2012-04-10,2,1,4,15,0,2,Weekday,1,0.56,0.5303,0.21,0.2985,46,157,203,Apr,Summer,Clear
11053,2012-04-10,2,1,4,16,0,2,Weekday,1,0.58,0.5455,0.21,0.2537,66,296,362,Apr,Summer,Clear
11054,2012-04-10,2,1,4,17,0,2,Weekday,1,0.56,0.5303,0.21,0.5224,88,656,744,Apr,Summer,Clear
11055,2012-04-10,2,1,4,18,0,2,Weekday,1,0.54,0.5152,0.22,0.4179,78,626,704,Apr,Summer,Clear
11056,2012-04-10,2,1,4,19,0,2,Weekday,1,0.52,0.5,0.2,0.3582,51,428,479,Apr,Summer,Clear
11057,2012-04-10,2,1,4,20,0,2,Weekday,1,0.46,0.4545,0.28,0.3881,34,248,282,Apr,Summer,Clear
11058,2012-04-10,2,1,4,21,0,2,Weekday,1,0.44,0.4394,0.3,0.4478,15,191,206,Apr,Summer,Clear
11059,2012-04-10,2,1,4,22,0,2,Weekday,1,0.4,0.4091,0.37,0.4925,9,118,127,Apr,Summer,Clear
11060,2012-04-10,2,1,4,23,0,2,Weekday,1,0.36,0.3333,0.4,0.4179,14,48,62,Apr,Summer,Clear
11061,2012-04-11,2,1,4,0,0,3,Weekday,1,0.34,0.303,0.36,0.4179,8,22,30,Apr,Summer,Clear
11062,2012-04-11,2,1,4,1,0,3,Weekday,1,0.34,0.3182,0.39,0.2836,3,9,12,Apr,Summer,Clear
11063,2012-04-11,2,1,4,2,0,3,Weekday,1,0.32,0.303,0.45,0.2836,0,2,2,Apr,Summer,Clear
11064,2012-04-11,2,1,4,3,0,3,Weekday,1,0.3,0.2879,0.49,0.2239,0,2,2,Apr,Summer,Clear
11065,2012-04-11,2,1,4,5,0,3,Weekday,1,0.28,0.2727,0.56,0.194,1,26,27,Apr,Summer,Clear
11066,2012-04-11,2,1,4,6,0,3,Weekday,1,0.28,0.2879,0.56,0.1045,3,103,106,Apr,Summer,Clear
11067,2012-04-11,2,1,4,7,0,3,Weekday,1,0.28,0.2879,0.52,0.1343,18,303,321,Apr,Summer,Clear
11068,2012-04-11,2,1,4,8,0,3,Weekday,1,0.3,0.2879,0.49,0.2239,14,581,595,Apr,Summer,Clear
11069,2012-04-11,2,1,4,9,0,3,Weekday,2,0.32,0.303,0.49,0.2985,20,282,302,Apr,Summer,Cloudy
11070,2012-04-11,2,1,4,10,0,3,Weekday,2,0.34,0.303,0.49,0.3284,26,127,153,Apr,Summer,Cloudy
11071,2012-04-11,2,1,4,11,0,3,Weekday,2,0.38,0.3939,0.43,0.3284,38,142,180,Apr,Summer,Cloudy
11072,2012-04-11,2,1,4,12,0,3,Weekday,2,0.36,0.3333,0.46,0.3881,35,147,182,Apr,Summer,Cloudy
11073,2012-04-11,2,1,4,13,0,3,Weekday,2,0.4,0.4091,0.4,0.3582,16,147,163,Apr,Summer,Cloudy
11074,2012-04-11,2,1,4,14,0,3,Weekday,1,0.36,0.3485,0.57,0.194,34,101,135,Apr,Summer,Clear
11075,2012-04-11,2,1,4,15,0,3,Weekday,3,0.38,0.3939,0.46,0.2239,50,152,202,Apr,Summer,Light Snow
11076,2012-04-11,2,1,4,16,0,3,Weekday,1,0.44,0.4394,0.33,0.2985,51,256,307,Apr,Summer,Clear
11077,2012-04-11,2,1,4,17,0,3,Weekday,1,0.42,0.4242,0.35,0.3881,52,527,579,Apr,Summer,Clear
11078,2012-04-11,2,1,4,18,0,3,Weekday,3,0.4,0.4091,0.43,0.4179,39,546,585,Apr,Summer,Light Snow
11079,2012-04-11,2,1,4,19,0,3,Weekday,1,0.4,0.4091,0.4,0.3582,28,356,384,Apr,Summer,Clear
11080,2012-04-11,2,1,4,20,0,3,Weekday,1,0.36,0.3333,0.46,0.3284,22,213,235,Apr,Summer,Clear
11081,2012-04-11,2,1,4,21,0,3,Weekday,1,0.34,0.303,0.57,0.3881,11,154,165,Apr,Summer,Clear
11082,2012-04-11,2,1,4,22,0,3,Weekday,1,0.34,0.303,0.57,0.3284,4,130,134,Apr,Summer,Clear
11083,2012-04-11,2,1,4,23,0,3,Weekday,1,0.34,0.303,0.57,0.2985,9,52,61,Apr,Summer,Clear
11084,2012-04-12,2,1,4,0,0,4,Weekday,1,0.32,0.303,0.66,0.2836,1,22,23,Apr,Summer,Clear
11085,2012-04-12,2,1,4,1,0,4,Weekday,1,0.32,0.303,0.66,0.2239,2,7,9,Apr,Summer,Clear
11086,2012-04-12,2,1,4,2,0,4,Weekday,1,0.32,0.303,0.61,0.2836,0,4,4,Apr,Summer,Clear
11087,2012-04-12,2,1,4,3,0,4,Weekday,1,0.32,0.303,0.61,0.2537,2,3,5,Apr,Summer,Clear
11088,2012-04-12,2,1,4,4,0,4,Weekday,1,0.3,0.2879,0.61,0.2239,0,1,1,Apr,Summer,Clear
11089,2012-04-12,2,1,4,5,0,4,Weekday,1,0.3,0.2879,0.61,0.2239,0,21,21,Apr,Summer,Clear
11090,2012-04-12,2,1,4,6,0,4,Weekday,1,0.3,0.2879,0.65,0.2537,2,94,96,Apr,Summer,Clear
11091,2012-04-12,2,1,4,7,0,4,Weekday,1,0.3,0.2727,0.65,0.3284,12,294,306,Apr,Summer,Clear
11092,2012-04-12,2,1,4,8,0,4,Weekday,1,0.32,0.303,0.66,0.3284,20,604,624,Apr,Summer,Clear
11093,2012-04-12,2,1,4,9,0,4,Weekday,1,0.36,0.3333,0.57,0.3582,16,271,287,Apr,Summer,Clear
11094,2012-04-12,2,1,4,10,0,4,Weekday,1,0.4,0.4091,0.5,0.2985,38,103,141,Apr,Summer,Clear
11095,2012-04-12,2,1,4,11,0,4,Weekday,1,0.42,0.4242,0.47,0.2985,50,174,224,Apr,Summer,Clear
11096,2012-04-12,2,1,4,12,0,4,Weekday,1,0.46,0.4545,0.41,0.4478,60,199,259,Apr,Summer,Clear
11097,2012-04-12,2,1,4,13,0,4,Weekday,1,0.48,0.4697,0.36,0.4478,55,148,203,Apr,Summer,Clear
11098,2012-04-12,2,1,4,14,0,4,Weekday,1,0.5,0.4848,0.31,0.3284,74,150,224,Apr,Summer,Clear
11099,2012-04-12,2,1,4,15,0,4,Weekday,1,0.48,0.4697,0.31,0.2537,42,169,211,Apr,Summer,Clear
11100,2012-04-12,2,1,4,16,0,4,Weekday,1,0.48,0.4697,0.31,0.2836,54,299,353,Apr,Summer,Clear
11101,2012-04-12,2,1,4,17,0,4,Weekday,1,0.5,0.4848,0.27,0.3881,60,596,656,Apr,Summer,Clear
11102,2012-04-12,2,1,4,18,0,4,Weekday,1,0.5,0.4848,0.27,0.3881,63,547,610,Apr,Summer,Clear
11103,2012-04-12,2,1,4,19,0,4,Weekday,1,0.46,0.4545,0.31,0.2985,50,383,433,Apr,Summer,Clear
11104,2012-04-12,2,1,4,20,0,4,Weekday,1,0.44,0.4394,0.33,0.2537,26,254,280,Apr,Summer,Clear
11105,2012-04-12,2,1,4,21,0,4,Weekday,1,0.42,0.4242,0.35,0.1343,13,174,187,Apr,Summer,Clear
11106,2012-04-12,2,1,4,22,0,4,Weekday,1,0.42,0.4242,0.35,0.194,15,143,158,Apr,Summer,Clear
11107,2012-04-12,2,1,4,23,0,4,Weekday,1,0.42,0.4242,0.35,0.194,8,86,94,Apr,Summer,Clear
11108,2012-04-13,2,1,4,0,0,5,Weekday,1,0.4,0.4091,0.37,0.2537,14,41,55,Apr,Summer,Clear
11109,2012-04-13,2,1,4,1,0,5,Weekday,1,0.36,0.3485,0.46,0.194,2,28,30,Apr,Summer,Clear
11110,2012-04-13,2,1,4,2,0,5,Weekday,1,0.34,0.3333,0.49,0.194,6,5,11,Apr,Summer,Clear
11111,2012-04-13,2,1,4,3,0,5,Weekday,1,0.34,0.3333,0.61,0.1642,3,8,11,Apr,Summer,Clear
11112,2012-04-13,2,1,4,4,0,5,Weekday,2,0.34,0.3333,0.53,0.1343,1,4,5,Apr,Summer,Cloudy
11113,2012-04-13,2,1,4,5,0,5,Weekday,2,0.34,0.3333,0.53,0.1642,2,19,21,Apr,Summer,Cloudy
11114,2012-04-13,2,1,4,6,0,5,Weekday,1,0.32,0.3182,0.57,0.1642,0,84,84,Apr,Summer,Clear
11115,2012-04-13,2,1,4,7,0,5,Weekday,1,0.34,0.3182,0.61,0.2239,13,283,296,Apr,Summer,Clear
11116,2012-04-13,2,1,4,8,0,5,Weekday,1,0.38,0.3939,0.46,0.1642,24,539,563,Apr,Summer,Clear
11117,2012-04-13,2,1,4,9,0,5,Weekday,1,0.42,0.4242,0.41,0.1642,36,294,330,Apr,Summer,Clear
11118,2012-04-13,2,1,4,10,0,5,Weekday,1,0.44,0.4394,0.38,0.194,59,133,192,Apr,Summer,Clear
11119,2012-04-13,2,1,4,11,0,5,Weekday,1,0.46,0.4545,0.36,0.1343,75,158,233,Apr,Summer,Clear
11120,2012-04-13,2,1,4,12,0,5,Weekday,1,0.5,0.4848,0.31,0.0,104,218,322,Apr,Summer,Clear
11121,2012-04-13,2,1,4,13,0,5,Weekday,1,0.52,0.5,0.27,0.2836,112,246,358,Apr,Summer,Clear
11122,2012-04-13,2,1,4,14,0,5,Weekday,1,0.52,0.5,0.27,0.0,125,223,348,Apr,Summer,Clear
11123,2012-04-13,2,1,4,15,0,5,Weekday,1,0.54,0.5152,0.28,0.2537,115,237,352,Apr,Summer,Clear
11124,2012-04-13,2,1,4,16,0,5,Weekday,1,0.56,0.5303,0.26,0.2537,113,350,463,Apr,Summer,Clear
11125,2012-04-13,2,1,4,17,0,5,Weekday,1,0.56,0.5303,0.24,0.1642,117,621,738,Apr,Summer,Clear
11126,2012-04-13,2,1,4,18,0,5,Weekday,1,0.54,0.5152,0.26,0.1343,107,564,671,Apr,Summer,Clear
11127,2012-04-13,2,1,4,19,0,5,Weekday,1,0.54,0.5152,0.24,0.1642,75,352,427,Apr,Summer,Clear
11128,2012-04-13,2,1,4,20,0,5,Weekday,1,0.5,0.4848,0.29,0.1343,44,242,286,Apr,Summer,Clear
11129,2012-04-13,2,1,4,21,0,5,Weekday,1,0.5,0.4848,0.36,0.0,36,153,189,Apr,Summer,Clear
11130,2012-04-13,2,1,4,22,0,5,Weekday,1,0.44,0.4394,0.62,0.1045,34,181,215,Apr,Summer,Clear
11131,2012-04-13,2,1,4,23,0,5,Weekday,1,0.42,0.4242,0.62,0.0896,35,163,198,Apr,Summer,Clear
11132,2012-04-14,2,1,4,0,0,6,Weekend,1,0.4,0.4091,0.58,0.1343,11,85,96,Apr,Summer,Clear
11133,2012-04-14,2,1,4,1,0,6,Weekend,1,0.4,0.4091,0.58,0.1343,10,60,70,Apr,Summer,Clear
11134,2012-04-14,2,1,4,2,0,6,Weekend,1,0.38,0.3939,0.66,0.1343,3,53,56,Apr,Summer,Clear
11135,2012-04-14,2,1,4,3,0,6,Weekend,1,0.36,0.3636,0.66,0.0896,6,26,32,Apr,Summer,Clear
11136,2012-04-14,2,1,4,4,0,6,Weekend,1,0.36,0.3636,0.71,0.1045,5,9,14,Apr,Summer,Clear
11137,2012-04-14,2,1,4,5,0,6,Weekend,1,0.36,0.3636,0.66,0.1045,2,5,7,Apr,Summer,Clear
11138,2012-04-14,2,1,4,6,0,6,Weekend,1,0.34,0.3333,0.76,0.1642,2,19,21,Apr,Summer,Clear
11139,2012-04-14,2,1,4,7,0,6,Weekend,1,0.36,0.3636,0.71,0.1045,8,56,64,Apr,Summer,Clear
11140,2012-04-14,2,1,4,8,0,6,Weekend,1,0.36,0.3485,0.71,0.1343,24,136,160,Apr,Summer,Clear
11141,2012-04-14,2,1,4,9,0,6,Weekend,1,0.42,0.4242,0.54,0.1343,59,206,265,Apr,Summer,Clear
11142,2012-04-14,2,1,4,10,0,6,Weekend,1,0.46,0.4545,0.51,0.1642,139,267,406,Apr,Summer,Clear
11143,2012-04-14,2,1,4,11,0,6,Weekend,1,0.52,0.5,0.45,0.194,207,357,564,Apr,Summer,Clear
11144,2012-04-14,2,1,4,12,0,6,Weekend,1,0.58,0.5455,0.35,0.2537,274,404,678,Apr,Summer,Clear
11145,2012-04-14,2,1,4,13,0,6,Weekend,1,0.62,0.6212,0.33,0.2985,308,370,678,Apr,Summer,Clear
11146,2012-04-14,2,1,4,14,0,6,Weekend,2,0.64,0.6212,0.27,0.4478,288,372,660,Apr,Summer,Cloudy
11147,2012-04-14,2,1,4,15,0,6,Weekend,2,0.64,0.6212,0.27,0.3582,311,347,658,Apr,Summer,Cloudy
11148,2012-04-14,2,1,4,16,0,6,Weekend,2,0.64,0.6212,0.27,0.3582,253,329,582,Apr,Summer,Cloudy
11149,2012-04-14,2,1,4,17,0,6,Weekend,2,0.62,0.6212,0.33,0.2537,251,309,560,Apr,Summer,Cloudy
11150,2012-04-14,2,1,4,18,0,6,Weekend,2,0.62,0.6212,0.35,0.2239,197,284,481,Apr,Summer,Cloudy
11151,2012-04-14,2,1,4,19,0,6,Weekend,2,0.6,0.6212,0.4,0.1642,163,296,459,Apr,Summer,Cloudy
11152,2012-04-14,2,1,4,20,0,6,Weekend,2,0.56,0.5303,0.46,0.1343,112,209,321,Apr,Summer,Cloudy
11153,2012-04-14,2,1,4,21,0,6,Weekend,2,0.56,0.5303,0.43,0.1343,53,167,220,Apr,Summer,Cloudy
11154,2012-04-14,2,1,4,22,0,6,Weekend,2,0.54,0.5152,0.52,0.1642,64,148,212,Apr,Summer,Cloudy
11155,2012-04-14,2,1,4,23,0,6,Weekend,2,0.54,0.5152,0.56,0.194,45,151,196,Apr,Summer,Cloudy
11156,2012-04-15,2,1,4,0,0,0,Weekend,2,0.54,0.5152,0.56,0.194,30,94,124,Apr,Summer,Cloudy
11157,2012-04-15,2,1,4,1,0,0,Weekend,2,0.54,0.5152,0.56,0.1642,17,89,106,Apr,Summer,Cloudy
11158,2012-04-15,2,1,4,2,0,0,Weekend,2,0.54,0.5152,0.56,0.1045,20,54,74,Apr,Summer,Cloudy
11159,2012-04-15,2,1,4,3,0,0,Weekend,2,0.52,0.5,0.59,0.1343,18,27,45,Apr,Summer,Cloudy
11160,2012-04-15,2,1,4,4,0,0,Weekend,2,0.54,0.5152,0.52,0.0,2,10,12,Apr,Summer,Cloudy
11161,2012-04-15,2,1,4,5,0,0,Weekend,1,0.5,0.4848,0.68,0.1642,4,6,10,Apr,Summer,Clear
11162,2012-04-15,2,1,4,6,0,0,Weekend,1,0.5,0.4848,0.63,0.1343,5,11,16,Apr,Summer,Clear
11163,2012-04-15,2,1,4,7,0,0,Weekend,1,0.5,0.4848,0.63,0.1045,16,30,46,Apr,Summer,Clear
11164,2012-04-15,2,1,4,8,0,0,Weekend,1,0.52,0.5,0.59,0.0,33,64,97,Apr,Summer,Clear
11165,2012-04-15,2,1,4,9,0,0,Weekend,1,0.54,0.5152,0.56,0.2239,97,154,251,Apr,Summer,Clear
11166,2012-04-15,2,1,4,10,0,0,Weekend,1,0.58,0.5455,0.53,0.2239,186,235,421,Apr,Summer,Clear
11167,2012-04-15,2,1,4,11,0,0,Weekend,1,0.62,0.6212,0.46,0.2985,227,301,528,Apr,Summer,Clear
11168,2012-04-15,2,1,4,12,0,0,Weekend,1,0.64,0.6212,0.44,0.2836,275,360,635,Apr,Summer,Clear
11169,2012-04-15,2,1,4,13,0,0,Weekend,1,0.66,0.6212,0.44,0.2836,298,383,681,Apr,Summer,Clear
11170,2012-04-15,2,1,4,14,0,0,Weekend,1,0.7,0.6364,0.39,0.2836,282,346,628,Apr,Summer,Clear
11171,2012-04-15,2,1,4,15,0,0,Weekend,1,0.7,0.6364,0.39,0.3881,266,351,617,Apr,Summer,Clear
11172,2012-04-15,2,1,4,16,0,0,Weekend,1,0.72,0.6515,0.39,0.3582,286,330,616,Apr,Summer,Clear
11173,2012-04-15,2,1,4,17,0,0,Weekend,1,0.7,0.6364,0.42,0.3284,262,361,623,Apr,Summer,Clear
11174,2012-04-15,2,1,4,18,0,0,Weekend,1,0.7,0.6364,0.42,0.2537,184,295,479,Apr,Summer,Clear
11175,2012-04-15,2,1,4,19,0,0,Weekend,1,0.7,0.6364,0.42,0.2537,114,265,379,Apr,Summer,Clear
11176,2012-04-15,2,1,4,20,0,0,Weekend,1,0.64,0.6212,0.5,0.2239,86,205,291,Apr,Summer,Clear
11177,2012-04-15,2,1,4,21,0,0,Weekend,1,0.62,0.6212,0.57,0.2537,76,153,229,Apr,Summer,Clear
11178,2012-04-15,2,1,4,22,0,0,Weekend,1,0.68,0.6364,0.44,0.3582,37,97,134,Apr,Summer,Clear
11179,2012-04-15,2,1,4,23,0,0,Weekend,1,0.66,0.6212,0.5,0.3881,25,65,90,Apr,Summer,Clear
11180,2012-04-16,2,1,4,0,1,1,Weekend,1,0.64,0.6212,0.53,0.3284,15,26,41,Apr,Summer,Clear
11181,2012-04-16,2,1,4,1,1,1,Weekend,1,0.62,0.6061,0.61,0.3582,7,21,28,Apr,Summer,Clear
11182,2012-04-16,2,1,4,2,1,1,Weekend,1,0.6,0.6061,0.64,0.2537,5,9,14,Apr,Summer,Clear
11183,2012-04-16,2,1,4,3,1,1,Weekend,1,0.58,0.5455,0.68,0.194,3,5,8,Apr,Summer,Clear
11184,2012-04-16,2,1,4,4,1,1,Weekend,1,0.54,0.5152,0.77,0.2239,0,6,6,Apr,Summer,Clear
11185,2012-04-16,2,1,4,5,1,1,Weekend,1,0.54,0.5152,0.77,0.2239,4,34,38,Apr,Summer,Clear
11186,2012-04-16,2,1,4,6,1,1,Weekend,1,0.52,0.5,0.83,0.1642,10,123,133,Apr,Summer,Clear
11187,2012-04-16,2,1,4,7,1,1,Weekend,1,0.52,0.5,0.83,0.1343,20,367,387,Apr,Summer,Clear
11188,2012-04-16,2,1,4,8,1,1,Weekend,2,0.56,0.5303,0.83,0.1642,48,549,597,Apr,Summer,Cloudy
11189,2012-04-16,2,1,4,9,1,1,Weekend,1,0.62,0.6061,0.69,0.2239,59,238,297,Apr,Summer,Clear
11190,2012-04-16,2,1,4,10,1,1,Weekend,1,0.62,0.6061,0.69,0.2537,75,149,224,Apr,Summer,Clear
11191,2012-04-16,2,1,4,11,1,1,Weekend,1,0.64,0.6061,0.65,0.2537,115,136,251,Apr,Summer,Clear
11192,2012-04-16,2,1,4,12,1,1,Weekend,1,0.68,0.6364,0.57,0.2537,75,196,271,Apr,Summer,Clear
11193,2012-04-16,2,1,4,13,1,1,Weekend,1,0.74,0.6667,0.45,0.2985,79,184,263,Apr,Summer,Clear
11194,2012-04-16,2,1,4,14,1,1,Weekend,1,0.76,0.6818,0.45,0.3284,105,183,288,Apr,Summer,Clear
11195,2012-04-16,2,1,4,15,1,1,Weekend,1,0.8,0.697,0.33,0.4478,81,194,275,Apr,Summer,Clear
11196,2012-04-16,2,1,4,16,1,1,Weekend,1,0.8,0.697,0.33,0.4627,92,266,358,Apr,Summer,Clear
11197,2012-04-16,2,1,4,17,1,1,Weekend,1,0.8,0.697,0.33,0.3881,111,601,712,Apr,Summer,Clear
11198,2012-04-16,2,1,4,18,1,1,Weekend,1,0.8,0.697,0.31,0.3881,87,589,676,Apr,Summer,Clear
11199,2012-04-16,2,1,4,19,1,1,Weekend,1,0.76,0.6667,0.35,0.3881,61,461,522,Apr,Summer,Clear
11200,2012-04-16,2,1,4,20,1,1,Weekend,1,0.74,0.6515,0.37,0.2985,48,327,375,Apr,Summer,Clear
11201,2012-04-16,2,1,4,21,1,1,Weekend,1,0.68,0.6364,0.51,0.2537,39,232,271,Apr,Summer,Clear
11202,2012-04-16,2,1,4,22,1,1,Weekend,1,0.68,0.6364,0.51,0.2537,35,179,214,Apr,Summer,Clear
11203,2012-04-16,2,1,4,23,1,1,Weekend,1,0.7,0.6364,0.45,0.2985,24,97,121,Apr,Summer,Clear
11204,2012-04-17,2,1,4,0,0,2,Weekday,1,0.66,0.6212,0.54,0.194,10,33,43,Apr,Summer,Clear
11205,2012-04-17,2,1,4,1,0,2,Weekday,1,0.64,0.6212,0.57,0.1642,6,5,11,Apr,Summer,Clear
11206,2012-04-17,2,1,4,2,0,2,Weekday,1,0.56,0.5303,0.83,0.1045,1,3,4,Apr,Summer,Clear
11207,2012-04-17,2,1,4,3,0,2,Weekday,1,0.56,0.5303,0.83,0.0896,0,6,6,Apr,Summer,Clear
11208,2012-04-17,2,1,4,4,0,2,Weekday,1,0.66,0.6212,0.44,0.2239,3,6,9,Apr,Summer,Clear
11209,2012-04-17,2,1,4,5,0,2,Weekday,1,0.6,0.6212,0.53,0.2537,1,29,30,Apr,Summer,Clear
11210,2012-04-17,2,1,4,6,0,2,Weekday,1,0.6,0.6212,0.46,0.2537,8,136,144,Apr,Summer,Clear
11211,2012-04-17,2,1,4,7,0,2,Weekday,1,0.6,0.6212,0.43,0.2537,18,443,461,Apr,Summer,Clear
11212,2012-04-17,2,1,4,8,0,2,Weekday,1,0.6,0.6212,0.43,0.2239,42,631,673,Apr,Summer,Clear
11213,2012-04-17,2,1,4,9,0,2,Weekday,1,0.6,0.6212,0.38,0.4925,71,329,400,Apr,Summer,Clear
11214,2012-04-17,2,1,4,10,0,2,Weekday,1,0.6,0.6212,0.38,0.4179,52,165,217,Apr,Summer,Clear
11215,2012-04-17,2,1,4,11,0,2,Weekday,1,0.6,0.6212,0.33,0.4179,65,174,239,Apr,Summer,Clear
11216,2012-04-17,2,1,4,12,0,2,Weekday,1,0.6,0.6212,0.33,0.3582,65,179,244,Apr,Summer,Clear
11217,2012-04-17,2,1,4,13,0,2,Weekday,1,0.62,0.6212,0.29,0.2537,52,187,239,Apr,Summer,Clear
11218,2012-04-17,2,1,4,14,0,2,Weekday,1,0.64,0.6212,0.27,0.2836,59,198,257,Apr,Summer,Clear
11219,2012-04-17,2,1,4,15,0,2,Weekday,1,0.66,0.6212,0.24,0.3284,91,217,308,Apr,Summer,Clear
11220,2012-04-17,2,1,4,16,0,2,Weekday,1,0.68,0.6212,0.22,0.3582,50,320,370,Apr,Summer,Clear
11221,2012-04-17,2,1,4,17,0,2,Weekday,1,0.64,0.6061,0.25,0.2985,108,673,781,Apr,Summer,Clear
11222,2012-04-17,2,1,4,18,0,2,Weekday,1,0.64,0.6061,0.25,0.2836,105,670,775,Apr,Summer,Clear
11223,2012-04-17,2,1,4,19,0,2,Weekday,1,0.6,0.6061,0.26,0.2537,73,464,537,Apr,Summer,Clear
11224,2012-04-17,2,1,4,20,0,2,Weekday,1,0.6,0.6061,0.23,0.2836,44,358,402,Apr,Summer,Clear
11225,2012-04-17,2,1,4,21,0,2,Weekday,1,0.56,0.5303,0.26,0.2985,37,260,297,Apr,Summer,Clear
11226,2012-04-17,2,1,4,22,0,2,Weekday,1,0.54,0.5152,0.3,0.2537,18,144,162,Apr,Summer,Clear
11227,2012-04-17,2,1,4,23,0,2,Weekday,1,0.54,0.5152,0.32,0.2239,10,72,82,Apr,Summer,Clear
11228,2012-04-18,2,1,4,0,0,3,Weekday,1,0.54,0.5152,0.32,0.1642,3,35,38,Apr,Summer,Clear
11229,2012-04-18,2,1,4,1,0,3,Weekday,1,0.52,0.5,0.34,0.194,1,13,14,Apr,Summer,Clear
11230,2012-04-18,2,1,4,2,0,3,Weekday,2,0.5,0.4848,0.42,0.194,1,8,9,Apr,Summer,Cloudy
11231,2012-04-18,2,1,4,3,0,3,Weekday,2,0.5,0.4848,0.42,0.2239,0,6,6,Apr,Summer,Cloudy
11232,2012-04-18,2,1,4,4,0,3,Weekday,2,0.5,0.4848,0.42,0.2836,0,7,7,Apr,Summer,Cloudy
11233,2012-04-18,2,1,4,5,0,3,Weekday,2,0.5,0.4848,0.39,0.2836,0,34,34,Apr,Summer,Cloudy
11234,2012-04-18,2,1,4,6,0,3,Weekday,2,0.5,0.4848,0.39,0.2836,6,128,134,Apr,Summer,Cloudy
11235,2012-04-18,2,1,4,7,0,3,Weekday,2,0.5,0.4848,0.39,0.194,10,408,418,Apr,Summer,Cloudy
11236,2012-04-18,2,1,4,8,0,3,Weekday,3,0.5,0.4848,0.39,0.194,25,551,576,Apr,Summer,Light Snow
11237,2012-04-18,2,1,4,9,0,3,Weekday,3,0.48,0.4697,0.44,0.2985,20,245,265,Apr,Summer,Light Snow
11238,2012-04-18,2,1,4,10,0,3,Weekday,3,0.48,0.4697,0.47,0.2239,31,116,147,Apr,Summer,Light Snow
11239,2012-04-18,2,1,4,11,0,3,Weekday,3,0.46,0.4545,0.47,0.2537,14,105,119,Apr,Summer,Light Snow
11240,2012-04-18,2,1,4,12,0,3,Weekday,3,0.46,0.4545,0.51,0.1045,15,95,110,Apr,Summer,Light Snow
11241,2012-04-18,2,1,4,13,0,3,Weekday,3,0.46,0.4545,0.59,0.0,13,51,64,Apr,Summer,Light Snow
11242,2012-04-18,2,1,4,14,0,3,Weekday,3,0.44,0.4394,0.72,0.1045,8,43,51,Apr,Summer,Light Snow
11243,2012-04-18,2,1,4,15,0,3,Weekday,3,0.42,0.4242,0.77,0.194,10,88,98,Apr,Summer,Light Snow
11244,2012-04-18,2,1,4,16,0,3,Weekday,2,0.42,0.4242,0.77,0.2239,36,199,235,Apr,Summer,Cloudy
11245,2012-04-18,2,1,4,17,0,3,Weekday,2,0.42,0.4242,0.77,0.194,46,442,488,Apr,Summer,Cloudy
11246,2012-04-18,2,1,4,18,0,3,Weekday,2,0.42,0.4242,0.77,0.0,27,478,505,Apr,Summer,Cloudy
11247,2012-04-18,2,1,4,19,0,3,Weekday,2,0.42,0.4242,0.77,0.1343,26,342,368,Apr,Summer,Cloudy
11248,2012-04-18,2,1,4,20,0,3,Weekday,2,0.42,0.4242,0.77,0.1045,8,252,260,Apr,Summer,Cloudy
11249,2012-04-18,2,1,4,21,0,3,Weekday,2,0.42,0.4242,0.82,0.0896,24,165,189,Apr,Summer,Cloudy
11250,2012-04-18,2,1,4,22,0,3,Weekday,2,0.42,0.4242,0.77,0.0896,9,153,162,Apr,Summer,Cloudy
11251,2012-04-18,2,1,4,23,0,3,Weekday,2,0.42,0.4242,0.77,0.0,14,56,70,Apr,Summer,Cloudy
11252,2012-04-19,2,1,4,0,0,4,Weekday,3,0.42,0.4242,0.77,0.0,5,20,25,Apr,Summer,Light Snow
11253,2012-04-19,2,1,4,1,0,4,Weekday,3,0.42,0.4242,0.77,0.1045,2,11,13,Apr,Summer,Light Snow
11254,2012-04-19,2,1,4,2,0,4,Weekday,2,0.42,0.4242,0.77,0.0,2,4,6,Apr,Summer,Cloudy
11255,2012-04-19,2,1,4,3,0,4,Weekday,2,0.42,0.4242,0.77,0.0,1,3,4,Apr,Summer,Cloudy
11256,2012-04-19,2,1,4,4,0,4,Weekday,2,0.42,0.4242,0.71,0.0,0,4,4,Apr,Summer,Cloudy
11257,2012-04-19,2,1,4,5,0,4,Weekday,1,0.4,0.4091,0.82,0.0,0,30,30,Apr,Summer,Clear
11258,2012-04-19,2,1,4,6,0,4,Weekday,2,0.4,0.4091,0.82,0.1045,4,116,120,Apr,Summer,Cloudy
11259,2012-04-19,2,1,4,7,0,4,Weekday,2,0.4,0.4091,0.82,0.1343,15,391,406,Apr,Summer,Cloudy
11260,2012-04-19,2,1,4,8,0,4,Weekday,2,0.42,0.4242,0.82,0.1045,26,651,677,Apr,Summer,Cloudy
11261,2012-04-19,2,1,4,9,0,4,Weekday,2,0.46,0.4545,0.72,0.0,31,270,301,Apr,Summer,Cloudy
11262,2012-04-19,2,1,4,10,0,4,Weekday,1,0.48,0.4697,0.63,0.0896,46,143,189,Apr,Summer,Clear
11263,2012-04-19,2,1,4,11,0,4,Weekday,1,0.52,0.5,0.48,0.0,46,183,229,Apr,Summer,Clear
11264,2012-04-19,2,1,4,12,0,4,Weekday,1,0.54,0.5152,0.49,0.0,51,213,264,Apr,Summer,Clear
